case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
20-RC-207864,"Asplundh Tree Expert, LLC",Asplundh Tree,,Willow Grove,PA,19090,
20-RC-208840,Pepsico,,,Sacramento,CA,95828,
20-RC-209112,Kaiser Foundation Hospitals,Kaiser permanante,Kaiser,Oakland,CA,94612,
20-RC-209619,Island Ready-Mix Concrete,,,Kapolei,HI,96707,
20-RC-210356,"Peter Pan Motors, Inc. d/b/a Peter Pan BMW",,,Burlingame,CA,94010,
20-RC-210640,MV Transportation,MV Transport,,Redwood City,CA,94063,
20-RC-210909,NAES Corporation (formerly North American Energy Services),NAES,,Burney,CA,96013,
20-RC-210948,Asian Pacific Islander Legal Outreach,,,San Francisco,CA,94194,
20-RC-211853,"Butte County EMS, LLC d/b/a First Responder EMS (FREMS)",,,Chico,CA,95928,
20-RC-211947,Dr. Garrett Pediatric Dentistry,,,Sacramento,CA,95823,
20-RC-212674,Dignity Health Medical Foundation d/b/a Mercy Medical Group,,,Carmichael,CA,95608,
20-RC-212874,Dignity Health d/b/a Methodist Hospital of Sacramento,,,Sacramento,CA,95823,
20-RC-213109,Dignity Health Medical Foundation d/b/a Woodland Clinic,,,Woodland,CA,95695,
20-RC-214190,Dignity Health Care d/b/a Methodist Hospital of Sacramento,,,Sacramento,CA,95823,
20-RC-214287,Sutter Bay Hospitals d/b/a California Pacific Medical Center,,,San Francisco,CA,94118,
20-RC-214493,"Marriot International, Inc. d/b/a W Hotel",marriot ,Gaylord,San Francisco,CA,94103,
20-RC-214655,Santa Rosa Stainless Steel Fabricators Inc.,,,Santa Rosa,CA,95403,
20-RC-215329,Eviction Defense Collaborative,,,San Francisco,CA,94103,
20-RC-215385,Tech Systems Incorporated,,,Alexandria,VA,22310,
20-RC-216200,"WTC Oahu Properties, LLC d/b/a Hyatt Centric Waikiki Beach",Hersha Hospitality,Hyatt,Honolulu,HI,96815,
20-RC-216696,Sims Group USA Corporation,,,Rancho Cordova,CA,95742,
20-RC-216717,VCA San Francisco Veterinary Specialists,,,San Francisco,CA,94110,
20-RC-216955,"Republic Services of Sonoma County, Inc.",republic services,,,,,
20-RC-216976,San Francisco Baseball Associates LLC,,,San Francisco,CA,94107,
20-RC-217033,Dignity Health Medical Foundation,,,Carmichael,CA,95608,
20-RC-217514,"First Transit, Inc.",First Transit,,Sacramento,CA,95837,
20-RC-217605,"LAZ Parking California, LLC",LAZ Parking,,Sacramento,CA,95837,
20-RC-218419,"URS Federal Services, Inc.",URS Federal,,Newport News,VA,23606,
20-RC-218457,"Prime Healthcare Services - Shasta, LLC d/b/a Shasta Regional Medical Center",Healthcare services,,Redding,CA,96001,
20-RC-218539,"Energy Choice California, LLC",,,Willow Grove,PA,19090,
20-RC-218948,Trayer Engineering Corporation,,,San Francisco,CA,94107,
20-RC-219224,Hawaii Water Service,,,San Jose,CA,95112,
20-RC-220088,Dignity Health d/b/a Bruceville Terrace,,,Sacramento,CA,95823,
20-RC-220259,"Bio-Medical Applications of California, Inc. and Bio-Medical Applications of Eureka, Inc. d/b/a Fresenius Kidney Care",,,Santa Rosa,CA,95404,
20-RC-220493,Hawaii Prince Hotel Waikiki LLC dba Prince Waikiki,,,Honolulu,HI,96815,
20-RC-220678,Dignity Health d/b/a Mercy Medical Center Redding,,,Redding,CA,96001,
20-RC-221725,"Dignity Health Medical Foundation d/b/a Woodland Clinic, a service of Dignity Health Medical Foundation",,,Woodland,CA,95695,
20-RC-223013,Team Ford,,,Woodland,CA,95695,
20-RC-224012,Dignity Health dba St. Elizabeth Community Hospital,,,Cottonwood,CA,96022,
20-RC-224603,"Kaiser Foundation Health Plan, Inc.",Kaiser permanante,Kaiser,Honolulu,HI,96817,
20-RC-226309,"Nexstar Broadcasting, Inc. d/b/a KRON-TV",,,San Francisco,CA,94111,
20-RC-226319,"Andersen Logistics Sacramento, LLC",,,Sacramento,CA,95828,
20-RC-228277,"Pacific Allied Products, Ltd.",,,Kapolei,HI,96707,
20-RC-228993,Chenega Security International California,Chenega,Chenega Security,Jacksonville,FL,32256,
20-RC-229571,Advance Management Inc.,,,Barrigada,GU,96913,
20-RC-229814,Dignity Health d/b/a Mercy San Juan Medical Center,,,Carmichael,CA,95608,
20-RC-230305,Dignity Health Medical Foundation d/b/a Mercy Medical Group,,,Elk Grove,CA,95757,
20-RC-230308,"Daisy Holdings, LLC d/b/a Pine Creek Care Center",,,Roseville,CA,95661,
20-RC-230860,"Airgas USA, Inc.",Airgas,,Sacramento,CA,95828,
20-RC-231376,Asplundh Tree Expert Co.,Asplundh Tree,,Willow Grove,PA,19090,
20-RC-231466,"Mercy Imaging Centers, a service of Dignity Health Medical Foundation d/b/a Dignity Health Medical Foundation Mercy Imaging Center Folsom",Mercy ,,Folsom,CA,95630,
20-RC-231699,"Sagar, Inc. d/b/a La Mariposa Care & Rehabilitation Center",,,Fairfield,CA,94533,
20-RC-234459,Marin General Hospital,,,Greenbrae,CA,94904,
20-RC-234728,Dollar Thrifty Automotive Group,,,Honolulu,HI,96814,
20-RC-234995,Sutter Health Pacific d/b/a Kahi Mohala,,,Ewa Beach,HI,96706,
20-RC-235347,Dignity Health d/b/a Mercy Medical Center Redding,,,Redding,CA,96001,
20-RC-235626,Airgas USA LLC,Airgas,,Chicago,IL,60618,
20-RC-235644,"Anchor Brewing Company, LLC",,,San Francisco,CA,94107,
20-RC-236046,"Marriott Hotel Services, Inc.",Marriott,,Burlingame,CA,94010,
20-RC-236136,"Anchor Brewing Company, LLC",,,San Francisco,CA,94107,
20-RC-236382,Solid Waste of Willits,,,Willits,CA,95490,
20-RC-237085,Mercy Hospital of Folsom,,,Folsom,CA,95630,
20-RC-237107,Motivate LLC d/b/a Ford GoBike,,,San Francisco,CA,94107,
20-RC-237179,Dignity Health d/b/a Mercy Medical Center Redding,,,Redding,CA,96001,
20-RC-238916,Pasha Automotive Services,,,San Francisco,CA,94124,
20-RC-239450,"Dignity Health d/b/a Mercy General Hospital, Sacramento",Mercy ,,Carmichael,CA,95608,
20-RC-239631,Recology Vacaville Solano,,,Vacaville,CA,95688,
20-RC-239727,Sunset Scavenger Company,,,Brisbane,CA,94005,
20-RC-241315,Pacific Unlimited Inc.,,,Tiyan,GU,96931,
20-RC-242622,"Bikes Make Life Better, Inc.",,,Menlo Park,CA,94025,
20-RC-242645,"Maui Health System, A Kaiser Foundation Hospitals LLC",Kaiser permanante,Kaiser, Maui,HI,96793,
20-RC-243557,Transdev Services Inc.,Transdev,,Santa Rosa,CA,95407,
20-RC-245104,"Alutiiq Commercial Enterprises, LLC",Alutiiq,DECO,Chesapeake,VA,23320,
20-RC-247099,URS Federal Services/AECOM,URS Federal,,Newport News,VA,23606,
20-RC-247613,McDonald Wholesale Company,,,West Sacramento,CA,95691,
20-RC-247959,"Merritt Hospitality LLC, DBA Pullman San Francisco Bay",,,Redwood City,CA,94035,
20-RC-248463,DynCorp International LLC,DynCorp,,Los Alamitos,CA,90720,
20-RC-249000,Lanai Resorts LLC dba Richard’s Market,,,Lanai City,HI,96763,
20-RC-249613,Dignity Community Care and its subsidiary Dignity Health Medical Foundation/Mercy Medical Group/Radiation Oncology,,,Sacramento,CA,95816,
20-RC-251113,AECOM Management Services,aecom,,Lexington,VA,24450,
20-RC-251954,Dignity Health Mercy General Hospital and Mercy San Juan Medical Center,,,Sacramento,CA,95819,
20-RC-252405,Chenega Security International California,Chenega,Chenega Security,Shasta Lake,CA,96019,
20-RC-254022,"PODS Enterprises, LLC",Pods philadelphia,PODS,Mililani,HI,96789,
20-RC-254317,Hard Rock Hotel and Casino,,,Wheatland,CA,95692,
20-RC-254670,MV Transportation,MV Transport,,Half Moon Bay,CA,94019,
20-RC-256091,"Tartine JV Holdings,  LLC",,,San Francisco,CA,94110,
20-RC-257148,California Forensic Medical Group,,,Santa Rosa,CA,95403,
20-RC-257991,"Dignity Community Care, and its subsidiary Saint Francis Memorial Hospital",St Francis,Saint Francis,San Francisco,CA,94109,
20-RC-259127,Sutter Bay Hospitals dba California Pacific Medical Center,,,Sacramento,CA,95833,
20-RC-262256,"Associated Tile Contractors of Northern California, Inc.",,,,,,
20-RC-262858,BFI Waste Systems of North America LLC dba Allied Waste Services of San Mateo County/Republic Services of San Mateo County,Allied Waste,Republic Service,Half Moon Bay,CA,94019,
20-RC-265928,"N Leasing Company, LLC",,,,,,
20-RC-266117,Trade Media Hawaii,,,Honolulu,HI,96819,
20-RC-266397,"AT&T Global Communications Services, Inc.",,,Tamuning,GU,96813,
20-RC-266803,Dignity Health d/b/a St. Mary’s Medical Center,,,San Francisco,CA,94117,
20-RC-269033,Recology Auburn Placer,Auburn,,,,,
20-RC-269505,Vertex Aerospace LLC,L3,Vertex Aerospace,MCBH Kaneohe Bay,HI,96863,
20-RC-269703,"Jones Lang LaSalle Americas, Inc.",Jones Lang LaSalle,,South San Francisco,CA,94080,
20-RC-270579,"Matson Terminals, Inc.",,,Kahului,HI,96732,
20-RC-273136,"Imperfect Foods, Inc.",,,San Francisco,CA,94124,
20-RC-275741,"Zepexco, Inc.",,,,,,
20-RC-276822,Dignity Community Care and its subsidiary Dignity Health Medical Foundation d/b/a/Dignity Health Mercy Medical Group-Behavioral Health Department,,,San Francisco,CA,94107,
20-RC-277446,"Bio-Medical Applications of California, Inc. and Liberty Dialysis-Hawaii LLC; and Liberty Dialysis-North Hawaii LLC, Single Employer",,,Waimea,HI,96743,
20-RC-278224,Dignity Health dba St. Mary’s Medical Center,,,San Francisco,CA,94117,
20-RC-278563,Dignity Community Care and its subsidiary Dignity Health Medical Foundation d/b/a Dignity Health Medical Group - Saint Francis/St. Mary's,St Francis,Saint Francis,Oakland,CA,94612,
20-RC-280026,"Hearst Communications, Inc. d/b/a The San Francisco Chronicle",Hearst,,San Francisco,CA,94103,
20-RC-281489,The Kalama Beach Corporation d/b/a Malama Market Pahoa,,,Pahoa,HI,96778,
20-RC-282525,Timber Products Company,,,Yreka,CA,96097,
20-RC-283889,CVS Caremark,Caremark,,San Mateo,CA,94402,
20-RC-284109,Otis Elevator Company,,,Tamuning,GU,96913,
20-RC-284671,"St. Mary's Medical Center, SF",,,San Francisco,CA,94117,
20-RC-285038,Hard Rock Hotel and Casino,,,Wheatland,CA,95692,
20-RC-285073,Providence Medical Foundation,,,Eureka,CA,95501,
20-RC-285417,"Canon Business Process Services, Inc.",,,Menlo Park,CA,94025,
20-RC-285831,Dollar General Fresh,,,West Sacramento,CA,95691,
20-RC-286919,CVS Caremark,Caremark,,San Francisco,CA,94117,
20-RC-289609,"Tech Systems, Inc.",,,Hilo,HI,96720,
20-RC-290203,"Universal Protection Services, LP d/b/a Allied Universal Security Services",Universal Protection,,Honolulu,HI,96819,
20-RC-290343,Sweeping Corp of America operating as CleanStreet,,,Gardena,CA,90247,
20-RC-291176,"J. Ginger Masonry, L.P.",,,Auburn,CA,95603,
20-RC-291861,"Merritt Hospitality, LLC",,,San Francisco,CA,94111,
20-RC-291946,"Lanai Resorts, LLC dba Pulama Lanai",,,i City,HI,96763,
20-RC-292771,Sutter Visiting Nurse Association and Hospice dba Sutter Care at Home,,,San Mateo,CA,94402,
20-RC-294048,"The Ritz-Carlton Hotel Company, L.L.C. d/b/a The Ritz-Carlton, Half Moon Bay",,,Half Moon Bay,CA,94019,
20-RC-294380,CALMAT Co. d/b/a Shamrock Materials,,,San Rafael,CA,94901,
20-RC-295447,"Matson Terminals, Inc.",,,Honolulu,HI,96819,
20-RC-296055,Jones Lang LaSalle,Jones Lang,,Vacaville,CA,95888,
20-RC-296408,Transdev Services Inc.,Transdev,,San Rafael,CA,94901,
20-RC-301075,"Natural Decadence, LLC.",,,Eureka,CA,95503,
20-RC-301828,The Queen`s Medical Center,,,Honolulu,HI,96813,
20-RC-302270,Dignity Community Care d/b/a Woodland Memorial Hospital,,,San Francisco,CA,94107,
20-RC-303576,Element 7 South San Francisco,,,South San Francisco,CA,94080,
21-RC-020823,"A.M. Ortega Construction, Inc.",,,Riverside,CA,92509,
21-RC-021083,NYK Logistics (Americas Inc),,,Long Beach,CA,90810,
21-RC-021086,"Metro Fire & Safety, Inc.",,,Spring Valley,CA,91978,
21-RC-021099,"Veolia Transportation Services, Inc.",veolia,,Saint Louis,MO,63131,
21-RC-021101,"First Student, Inc.",First Student,,,,,
21-RC-021105,Boeing Aerospace Operations,Boeing,,March Air Reserve Base,CA,92518,
21-RC-021106,"First Transit, Inc.",First Transit,,Compton,CA,90221,
21-RC-021109,Carson Trailers Inc.,,,Gardena,CA,90248,
21-RC-021114,"Sodexo America, LLC",sdh,sodexo,Lakewood,CA,90712,
21-RC-021124,Big Lots,,,,,,
21-RC-021125,Southern California Edison Company,,,,,,
21-RC-021126,Hospital Housekeeping Systems,,,Los Alamitos,CA,90720,
21-RC-021130,Ineos Olefins and Polymers USA,,,Carson,CA,90810,
21-RC-021131,"Parking Concepts, Inc. d/b/a Transportation Concepts",,,Temecula,CA,92590,
21-RC-021133,Sodexho/Lakewood Regional Medical Center,Sodexho,,,,,
21-RC-021134,"American Guard Services, Inc.",,,Carson,CA,90746,
21-RC-021140,"Covenant Care, LLC d/b/a Huntington Park Nursing and Rehabilitation",,,Huntington Park,CA,90255,
21-RC-021143,American Medical Response,american medical response,,,,,
21-RC-021149,"Veolia Transportation Services, Inc.",veolia,,Saint Louis,MO,63131,
21-RC-021154,Pankl Aerospace Systems,,,,,,
21-RC-021156,Republic Services-CVT Regional MRF,republic services,,Anaheim,CA,92806,
21-RC-021157,Kaiser Permanente Hospitals,Kaiser permanante,Kaiser,Pasadena,CA,91188,
21-RC-021162,Sodexo Healthcare Services/USC University Hospital,Healthcare services,,,,,
21-RC-021165,NCR Corporation,,,,,,
21-RC-021169,"Americanos USA, LLC",,,,,,
21-RC-021170,Rural Metro Ambulance,,,SAN DIEGO,CA,92108,
21-RC-021174,Coca Cola Bottling Company of Los Angeles,Coca Cola,,,,,
21-RC-021176,MV Transportation,MV Transport,,,,,
21-RC-021181,"Berg Drywall West, Inc.",,,Chaska,MN,55318,
21-RC-021182,Kindred Health Care/Village Square Nursing,,,San Marcos,CA,92078,
21-RC-021183,Mission Linen,,,,,,
21-RC-021184,Country Villa Health Services/Bay Vista HCC,,,Long Beach,CA,90805,
21-RC-021185,"Vin Lux Fine Wine Transport, LLC",,,,,,
21-RC-021187,Crew Training International,,,March Air Reserve Base,CA,92518,
21-RC-021190,Cintas Corporation,,,,,,
21-RC-021191,DirecTV U.S. DirecTV Holdings LLC,,,Rancho Dominguez,CA,90220,
21-RC-021192,Southern California Edison Company,,,,,,
21-RC-021196,Southern California Edison Company,,,,,,
21-RC-021197,"Henkels & McCoy, Inc. AND Henkels & McCoy, Inc. and North America Logistics Services, Inc. (Joint Em",,,Brea,CA,92821,
21-RC-021199,"Healthcare Services Group, Inc.",Healthcare services,,Temple City,CA,91780,
21-RC-021200,"San Diego -Imperial Counties Developmental Services, Inc., d/b/a San Diego Regional Center",,,,,,
21-RC-021201,"Bottling Group LLC, D/B/A Pepsi Beverages Company",Pepsi,,Buena Park,CA,90620,
21-RC-021204,Sodexo Government Services,sdh,sodexo,Los Angeles,CA,90012,
21-RC-021207,"AG Seal Beach, LLC dba Country Villa Seal Beach Healthcare Center",,,Seal Beach,CA,90740,
21-RC-021208,"Healthcare Services Group, Inc.",Healthcare services,,,,,
21-RC-021214,American Bottling Company aka Seven-UP/RC Bottling,,,San Diego,CA,92121,
21-RC-021223,"Wackenhut Service, Inc. (WSI)",wackenhut,,Palm Beach Gardens,FL,33418,
21-RC-021225,Southern California Edison Company,,,,,,
21-RC-021226,Defense Support Services LLC,defense support,ds2,,,,
21-RC-021234,St Hart Container,,,,,,
21-RC-021235,Southern California Edison,,,,,,
21-RC-021240,"PPRR, Inc. d/b/a Jatar Medical Courier Services",,,,,,
21-RC-021244,Defense Support Services LLC,defense support,ds2,,,,
21-RC-021245,"Trolley Security, Inc. d/b/a Transit Systems Security",,,,,,
21-RC-021251,"MARQUEZ BROTHERS ENTERPRISES, INC",,,,,,
21-RC-021252,"CSK Auto Inc., d/b/a O'Reilly Auto Parts",,,,,,
21-RC-021253,"First Student, Inc.",First Student,,,,,
21-RC-021254,Carlton Forge Works,,,,,,
21-RC-021255,Southern California Edison Company,,,,,,
21-RC-021260,"M.V. Transportation, Inc.",,,Carson,CA,90810,
21-RC-021262,"LA OPINION, LP",,,Los Angeles,CA,90017,
21-RC-021265,"AB Car Rental Services, Inc.",AB Car Rental,,Long Beach,CA,90808,
21-RC-021266,Durham School Services,Durham School,,,,,
21-RC-021269,Bartlett Nuclear Incorporated,,,San Clemente,CA,92672,
21-RC-021273,"All Star Fleet Services, LLC",,,Los Angeles,CA,90063,
21-RC-021278,"PFS LBF, LLC",,,Vernon,CA,90058,
21-RC-021282,"Mountain Valley Express Co., Inc.",,,Paramount,CA,90723,
21-RC-021287,"KMGP Services Company, Inc.",,,Torrance,CA,90502,
21-RC-021294,"VCA Animal Hospitals, Inc., d/b/a VCA Aacacia Animal Hospital",,,Corona,CA,92882,
21-RC-021302,Zenetex LLC,,,Herndon,VA,20170,
21-RC-021303,Temco Warehouse and Distribution,,,Pomona,CA,91766,
21-RC-021307,Pacific Coachworks,,,Riverside,CA,92501,
21-RC-021308,"Metal Improvement Company, LLC",,,Vernon,CA,90058,
21-RC-021312,Sodexo Corporate Services,sdh,sodexo,ANAHEIM,CA,92802,
21-RC-063610,Life House Vista Care Center,,,Vista,CA,92084,
21-RC-064374,"SODEXO AMERICA, LLC",sdh,sodexo,Whittier,CA,90601,
21-RC-064502,NATIONAL STEEL & SHIP BUILDING COMPANY,,,San Diego,CA,92113,
21-RC-064584,"RYDER INTEGRATED LOGISTICS, INC.",Ryder,,Pomona,CA,91766,
21-RC-064769,"TERMINIX INTERNATIONAL COMPANY, LP",terminix,,Commerce,CA,90040,
21-RC-065722,ARBORMETRICS SOLUTIONS INC.,,,Hendersonville,NC,28792,
21-RC-065937,"WASTE MANAGEMENTCOLLECTION AND RECYCLING, INC.",,,Moreno Valley,CA,92551,
21-RC-067799,FRUTAROM USA,,,Corona,CA,92879,
21-RC-068918,"NEW MEATCO PROVISIONS, LLC",,,VERNON,CA,90058,
21-RC-071722,"Windsor Anaheim Healthcare, Ltd., d/b/a Windsor Gardens Convalescent Center of Anaheim",,,,,,
21-RC-073529,"RURAL METRO SAN DIEGO, INC.",,,SAN DIEGO,CA,92108,
21-RC-073752,THE VINTAGE  COUNTRY CLUB,,,Indian Wells,CA,92210,
21-RC-074279,"VEOLIA TRANSPORTATION SERVICES, INC.",veolia,,Escondido,CA,92025,
21-RC-077110,AERO AUTOMATIC SPRINKLER COMPANY,,,Columbia,MD,21046,
21-RC-077386,"General Mills Operations, LLC",,,Carson,CA,90746,
21-RC-077705,"MV Transportation, Inc.",,,Carson,CA,90810,
21-RC-081393,AmbuServe Ambulance,,,Gardena,CA,90248,
21-RC-081425,"RENAISSANCE FRENCH DOORS & SASH, INC. D/B/A RENAISSANCE DOORS AND WINDOWS",,,FULLERTON,CA,92833,
21-RC-081954,FIRST TRANSIT INC.,First Transit,,El Centro,CA,92243,
21-RC-084072,"Healthcare Service Group, INC",Service group,,Kirkland,WA,98033,
21-RC-085362,"Safelite Fulfillment, Inc.",,,Pico Rivera,CA,90660,
21-RC-087994,DEFENSE SUPPORT SERVICES LLC,defense support,ds2,Greenville,SC,29615,
21-RC-090163,SUNBRIDGE LAUREL PARK CENTER FOR EFFECTIVE LIVING,,,Pomona,CA,91768,
21-RC-090272,"JOHN DEERE WATER, INC.",,,San Marcos,CA,92069,
21-RC-091531,"Purple Communications, Inc.",,,Corona,CA,92883,
21-RC-091534,"PURPLE COMMUNICATIONS, INC.",,,San Diego,CA,92111,
21-RC-093036,"HIGH LIGHT ELECTRIC, INC.",,,RIVERSIDE,CA,92504,
21-RC-093043,"RURAL ELECTRIC, INC., DBA RURAL CONTRACTING",,,Riverside,CA,92518,
21-RC-094595,Calstrip Steel Corporation,,,Commerce,CA,90040,
21-RC-095249,"Universal Health Services of Rancho Springs, Inc., d/b/a Southwest Healthcare System",Healthcare services,,Wildomar,CA,92595,
21-RC-095556,"VEOLIA TRANSPORTATION SERVICES, INC.",veolia,,El Cajon,CA,92020,
21-RC-096602,"Express Messenger Systems, Inc. d/b/a OnTrac",,,Commerce,CA,90040,
21-RC-096891,"USA WASTE OF CALIFORNIA, D/B/A WASTE MANAGEMENT OF SAN DIEGO",,,El Cajon,CA,92020,
21-RC-097525,STG INTERNATIONAL,,,Alexandria,VA,22314,
21-RC-097971,BON APPETIT MGMT CO./COMPASS GROUP USA,Chartwells,Compass Group,La Verne,CA,91750,
21-RC-098587,SOUTHERN CALIFORNIA BLOOD SERVICES REGION OF THE AMERICAN RED CROSS,Red cross,,Pomona,CA,91768,
21-RC-101151,THE VINTAGE COUNTRY CLUB,,,Indian Wells,CA,92210,
21-RC-102245,"MARRIOT HOTEL SERVICES, INC.",marriot ,Gaylord,Palm Desert,CA,92260,
21-RC-102778,MAGNUS LANDSCAPING CORPORATION dba LA BAHN'S LANDSCAPING,,,La Mesa,CA,91942,
21-RC-102901,"VEOLIA TRANSPORTATION SERVICES, INC.",veolia,,Escondido,CA,92025,
21-RC-103711,BOTTLING GROUP LLC d/b/a PEPSI BEVERAGES COMPANY,Pepsi,,Carson,CA,90745,
21-RC-107266,"COAST WASTE MANAGEMENT, INC. D/B/AWASTE MANAGEMENT OF CARLSBAD",,,Carlsbad,CA,92008,
21-RC-107950,KEOLIS TRANSPORTATION,,,Long Beach,CA,90802,
21-RC-108763,"Oldcastle Precast, Inc.",Oldcastle,APG,PERRIS,CA,92570,
21-RC-108959,"METAL IMPROVEMENT COMPANY, LLC",,,SANTA ANA,CA,92705,
21-RC-109820,"FLOWSERVE US, INC.",,,RANCHO DOMINGUEZ,CA,90220,
21-RC-109978,MARUICHI AMERICAN CORPORATION,,,SANTA FE SPRINGS,CA,90670,
21-RC-110847,"BOTTLING GROUP LLC, D/B/A PEPSI BEVERAGES COMPANY",Pepsi,,Carson,CA,90745,
21-RC-111138,"ANZA ELECTRIC COOPERATIVE, INC.",,,ANZA,CA,92539,
21-RC-112556,"DISNEYLAND RESORT DIVISION OF WALT DISNEY PARKS AND RESORTS, U.S., INC.",,,ANAHEIM,CA,92803,
21-RC-115283,"URS FEDERAL SUPPORT SERVICES, INC.",URS Federal,,LOS ALAMITOS,CA,90720,
21-RC-115867,WHITTIER COLLEGE,,,Whittier,CA,90601,
21-RC-116879,BARTELL HOTELS DBA HUMPHREYS HALF MOON INN AND SUITES,,,SAN DIEGO,CA,92106,
21-RC-120522,"USA WASTE OF CALIFORNIA, D/B/A WASTE MANAGEMENT OF SAN DIEGO",,,EL CAJON,CA,92020,
21-RC-121675,"WASTE MANAGEMENT OF CALIFORNIA, INC., D/B/A WASTE MANAGEMENT OF NORTH COUNTY",,,OCEANSIDE,CA,92054,
